Date,Rating,User,Review
"March 5, 2017",1,Nate Wisher,I tried to log in and it said not in sync change your time settings and I have the schools time set
"March 5, 2017",1,Cecilia Leon,I tried logging in the past couple of weeks and it never let me actually log in.
"February 16, 2017",5,Bola Oyiza,"Could log in when you put alief, and worked if you have a school schoology log in."
"May 25, 2017",3,iB iW,Uploading seems to require multiple steps finding the screen to upload from.
"March 7, 2017",1,DragonROG,"This app sucks, I can't upload my works!"
"February 6, 2017",5,Brandon Ortiz,I use it at school and at home to see whats the homework or what my grade is
"March 7, 2017",5,victor garcia,"Great app, has helped in getting prepared for my Algebra 2 class"
"February 14, 2017",5,Julia Skala,Use every school day!
"March 7, 2017",1,A Google user,Didn't even let me on
"February 14, 2017",1,Ginifer Swofford,Now we have to take school with us wherever we go......  Yaaayyy....
"January 20, 2017",1,Francisco,I can log in through the web but not the app
"March 8, 2017",3,Danial Arif,Looks ancient.
"March 8, 2017",1,Matt North,It sucks
"March 20, 2018",5,boystaydrippy101,
"June 7, 2019",4,Bolt JJ,I use this at school it is fun
"March 12, 2017",5,brooke TM,Much better now.
"March 9, 2017",1,ibrahim kholilullah,Ccd
"January 18, 2017",1,Coleman Madland,Trash
"February 21, 2017",5,Jessica Landreth,Awesome
"February 15, 2017",4,Adriana Azlan,Cool
"November 4, 2016",2,Matthew Safrit,"I have the Access ID and password right in front of me, but I can't even sign into the system. I tried signing up instead, registered as a student, and but the Access ID in for the Access Code, but still didn't work. The reason I'm giving the two stars instead of one is because the Schoology website...Full Review"
"December 13, 2016",1,Misty Moore,"When I had my iPhone I could actually see the number grade I got for an assignment. Now that I switched to android all I can see is a letter grade. Which I want to see my actual score not A, B, or C. I only keep it on my phone for the notifications. After receiving a notification, I have to sign in ...Full Review"
"December 14, 2016",1,Hudson Lee,Slowest phone app ever. Often times it is unable to load information even when there is a strong internet connection and other apps work.
"November 7, 2016",3,lingcarillon art,"I can't say loved it cuz I can't change my profile picture. I've look it up in google, but I can't try it. My friends can do it for some reason. And I've drawn a picture for that.😢"
"December 1, 2016",4,Mk videos,I like this app because it helps me look for what i need to do for homework
"October 27, 2016",5,Riley Dog,It helps it shares lessons it's great GET IT NOW
"November 29, 2016",1,Pengu OVERLORD,Wouldn't  let me login
"December 8, 2016",5,Terri Walker,Love it always great to do your work on the phone
"November 22, 2016",5,Sam Lamey,Great if you can't access the webpage.
"October 4, 2016",5,YeSsI,Love it works fine and fast
"November 27, 2016",5,Jasmine,Works great and helps for school work
"November 4, 2016",5,A Google user,Its the best I promise!
"November 8, 2016",1,Reginald Soliva,So outdated
"October 11, 2016",1,Nathan Vollrath,Schoology is worthless
"December 20, 2016",5,monica harding,Ms.Harding
"November 4, 2016",5,Tyler Sanger,💘 it
"January 20, 2017",5,Hector Godoy,^&gt;^
"September 19, 2016",1,Pamela Harris,Why can't I see the whole screen without scrolling to the right? Why doesn't it rotate to landscape View to make it easier to see the whole screen? Why can't I see both my children's feed at the same time without switching between them? Why isn't it obvious which class the grade is being posted for?...Full Review
"September 21, 2016",3,Emmanuel Ogundipe,"does not work on the computer, why?"
"October 8, 2016",3,Soc Virnyl Estela,If only you could improve your app.
"September 20, 2016",1,A Google user,Sucked ass
"September 18, 2016",5,Lari Smith,Great
"October 11, 2017",5,rima itani,Great
"August 18, 2016",1,Lone Wolf,"It looks like a bootleg Facebook, only its filled with the teachers you hate. It was fun when students start posting memes, but the teachers were quick to delete those."
"September 13, 2016",1,Marco Lopez,Can get my password so then I tried to email it to myself but you need to verify your email
"August 24, 2016",1,Haneeya .A,Seems like a load of garbage. The app doesn't even recognize an email address and keeps telling me it's invalid.
"September 6, 2016",1,Kayla Wolf,It's sucks with downloading things down for school and it was easier for google class than this
"September 7, 2016",1,A Google user,It wont let me log in
"August 21, 2016",1,Taryn Richardson,My daughter can't upload assignments or change her profile pic. Fix it.
"July 8, 2017",5,Simone Simms,It really helps me with school
"September 16, 2016",5,Ari,It is not for games it is for school
"August 20, 2016",5,Yediel Delgado,Very interesting
"August 22, 2018",4,Ty Carpenter,
"June 1, 2016",1,geri remy,"It is really convenient to be able to use this on my phone.  However,  it is difficult to get anything done on it.  I tried to respond to a message and it took 20 minutes.  My screen went black and froze.  I had to close the app and start over only to have it happen again.  I have a newer phone so t...Full Review"
"July 21, 2016",5,BheboY Pacaña,This app help us to discuss and answer question. This is one of the most effective way to learn
"May 26, 2016",2,A Google user,BUGGY
"July 7, 2016",5,Bhagyashree Choudhary,:-)
"May 18, 2016",4,Sketchy Savvy,I can't see my actual grades on mobile :/ plz fix this problem
"May 28, 2016",1,Andrew Hennessy,Does not update.
"February 27, 2016",1,Justin Eiffes,Worked great on my other phone but now that I got a new phone keeps saying wrong username or password when I know it's correct.  Will reinstall app when problem is fixed.
"March 18, 2016",5,Mallory Carls,Works really well. My whole school uses it and it's a great app to see what you have for homework and you can contact your teacher if you missed a day of school and see what you missed. I love this app.
"February 9, 2016",1,Doeun Roeun,When I tried to put my password and e-mail it keep on saying it wrong when it is right .
"April 12, 2016",4,Maria Lez Egdamen,I had quite a hard time finding in the settings about how to edit problems like wronged gender type. Suppose to be i am a female and the info was male also my birthdate was wronged and I don't know how to have an account photo. How am I going to edit those info? I know these are just mild problems but I  Hope this will be answered.  Thank you :)
"March 30, 2016",1,Dennis Pys,It won't let me put in my username I have to go back EVERY time
"April 3, 2016",1,Gregory Francis,"Many glitches with the app. For example, my grades fail to update on the app when they're updated on the website. Please fix! #MakeLearningGreatAgain"
"April 4, 2016",2,Rosbyn Espinoza,"The app it's generally good and it works fine, but every time that I want to go back, the app take me out from it. Please fix ASAP"
"February 23, 2016",5,Laura Galleano,Very functional format
"March 8, 2016",2,Delanie Fehr,No Rubic or reply comments shown.
"April 3, 2016",5,Alisa Woody,If you go to your grades in courses you can see
"March 15, 2016",5,Hailee Plombon,Amazing
"April 10, 2016",1,Mandy Tepper,AMAZING
"February 4, 2016",5,Donatus Justin,"Schoology is a full-featured app and teachers should install and use this app in their daily teaching. Schoology is the way to the 21st century learning. It is free, easy to master and very user friendly."
"January 24, 2016",3,Eva Watts-Pine,I can't use some of the features that I need to. I use for my band class and I can't upload an audio through the app. I can't see my grades through this app either. It's good if you want to check your assignments and your overall grade but I can't see my specific grades on certain assignment
"January 8, 2016",1,Needles Balloon,Can't use many of the nonvital features withoit crashing or glitches. Grades sometimes don't show up or don't display proplerly. Finicky for even trained teachers to use.
"January 14, 2016",1,Mfns 2111,"This app said that my email and password did not match.. But when i log in using chrome, it works.. Have tried so many times and now i become fed up. Pls help me solve this problem."
"January 28, 2016",5,schmuglybloop tran,ever since i got this app my school got a lot easier and my satisfactiin has grown as well. The best thing that happenes to my phone is this app here.
"January 18, 2016",3,Firefly 2001,"Its an O.K app. As a student in 8th grade, we don't use it as much. Needless to say, its not as bad as other's say, even though I can't check my grades on here. At ours school, we use it for tests and such. But, it does occasionally crash and it will periodically sign the user out..."
"January 23, 2016",1,uli carlin,Drink bleach
"January 20, 2016",4,Alexandra Wilson,Useful in getting information
"March 10, 2016",4,void,It a perfect way for uplouding school files but it doesn't notify me if there is an upcoming event it doesn't remind me and suggest to make a widgets that would be awesome and I'll rate 5 stars ¡!
"April 23, 2016",5,Joshua Jones,This app makes it easier for me to turn in assignments on time and focus on what its coming. Also it has a very nice layout with easy access.
"December 15, 2015",5,Nicole Maloire,You can send pictures but on the internet you can't.
"December 10, 2015",1,Ethan Raborn,I hate homework
"January 7, 2016",5,Carlos Ortiz,Very good and easy to get to school work
"December 7, 2015",5,Jake Durden,Nigg
"November 14, 2015",3,David Williams,"I really want to like the app, but after sitting down with an iOS user and comparing their Schoology app to mine, I can't help but be disappointed. There are far too many taps required to do simple grading on Android, compared to simply swiping between submissions on iOS. I hope that this is addressed, and we Android users are brought up to par with iOS."
"October 22, 2015",3,Eric McIntosh,"Poor layout, and it freezes when you try to switch between students. Completely useless.  Update: Latest update seems to have fixed the inability to switch between students. Still a terrible UX, but at least is functional now."
"November 20, 2015",3,Silas Howe,When you look at a new grade for a post you can't tell what class it's for. For example when I click on notifications I'll see that 4 of my teachers graded my fall exam but I don't know which class each grade is for when I click on it.
"October 29, 2015",2,Meeshyy,"It will not load anything. ALWAYS pops up with ""Unable to load events. Please try again later."". This is beyond frustrating."
"November 2, 2015",3,Julio Bermudez,"Certain things work great, some okay, and some not at all. It's an okay tool to stay connected when away from a computer."
"November 21, 2015",1,Cole Mathenia,Couldn't log in even though I used the exact information I use on my browser. I tried multiple times and tried email and username login and still nothing works. I thought maybe I was using the wrong password but the same password works on my computer. Fix it?
"February 29, 2016",5,Madiha Hanif,I like it  bcoz it's really  helpful for me
"October 21, 2015",2,Armin Harper,I wish my school used Canvas. Needs material design and more features
"November 18, 2015",4,Nancy Ellen Earhart,I love the features and mobility it offers.
"February 25, 2016",5,MayaGabbyy,It is amazing!!!😎😘
"October 22, 2015",3,Boston Abrams,Fine
"October 4, 2015",1,Michael James,I really wish our district would go back to ParentLink. This app is worthless. You cannot change children and it is not optimized for mobile even though it's an app....Go Figure!
"October 6, 2015",1,Oliver Benson-Davis,I tried to log in but it doesn't let me even type anything. Nothing about this app is good!
"October 9, 2015",1,Jeffrey Cui,So bad won't even let me sign in.
"October 7, 2015",5,Hybrid Heretic,My class is using it in school now. It's a good way to keep in touch with your friends if you need help or if they need help.
"October 11, 2015",2,Lalo Aranda,why doesn't it just let me preview documents in the app instead of making me download another app to open it
"October 14, 2015",2,Brandon Amann,Can't access my chemistry grades
"October 8, 2015",5,Sophia Jeanne,"I use it for my school, and we do everything on it"
"October 10, 2015",4,Nithya Sree,This app is fabulously fantastical!! :-)
"September 25, 2015",2,Go Vegan,Crashes often
"October 9, 2015",4,Dennis Tummings,Good work
"October 8, 2015",5,Sachin Shetye,Good Information
"September 18, 2015",1,TheWaxLobster,Dont download its dumb
"September 15, 2015",1,Issa Hilbert,This app used to be great I could get my assignments and message my teachers all in one place! I don't know if it was a update but now I cant even look at anything without it crashing. FIX IT OR ELSE UNINSTALLING 😠
"August 8, 2015",1,Trishana Brown,The tablet and competur don't work😔
"July 30, 2015",3,yeimi Lozano,Can you add a profile change. Like change your profile picture from your phone please
"August 7, 2015",5,Jose Lopez,"If you are a teacher,  and you are not using Schoology. Please quit and don't embarrass our profession."
"September 3, 2015",4,Jordan Raichle,I can't log back in to my account.
"September 9, 2015",1,Monica Neave,Says it's not in time zone
"August 20, 2015",5,bryanna hahn,Best school app ever 😀😀
"August 28, 2015",4,Alex Tena,Like it
"August 5, 2015",1,PsychoGamerPlayz MC,Bad
"July 13, 2015",3,Trisha Licerio,Where can I find the settings to put a profile picture on my account?
"June 10, 2015",1,James Hall,Wouldn't let me login
"June 14, 2015",5,Angela Williams,User friendly compared to My Big Campus.
"May 20, 2015",3,seamus f,Not very good but definitely useful
"April 7, 2015",5,Dani Holguin,Like facebook bot vooler and for kids!Thank you very much.
"March 22, 2015",5,App Critic,I don't give 5 stars often but this helps u keep in touch with school and such. ☺ I could not be prouder to give this app 5 stars
"March 29, 2015",1,Aryana Dyal,Not working anymore.
"February 28, 2015",3,Coaching con Ro,If I can't watch the videos that are an important part of any online class. There's a blank where the video is supposed to be. I receive alerts when someone stars a discussion but not for the answers given. I end up signing in in Google Internet browser to be able to access those basic features. The...Full Review
"March 5, 2015",5,Rhiannon Roth,Works just like the website
"February 16, 2015",1,Draco NS,Lame
"February 7, 2015",1,Krista Larsen,Can't see the calendar on androids.  Only my students with Apple devices can see my assignment postings on calendar.
"February 9, 2015",4,Jonathan Adrian,Thanks this app looks like facebook! But i have one problem about how do i change my profile photo?
"January 30, 2015",3,Kurt Straube,"Great for on the go, but needs to add a""compose"" feature for direct messaging on both the student and teacher end. Why does the ios version have this but android doesn't?"
"January 21, 2015",1,Kami Himbaugh,In my grades every thing is an A PLEASE FIX!!
"January 24, 2015",1,ciarra whaley,Sucks can't loge in
"January 19, 2015",5,Amar Shrivastava,Great mobile experience
"January 25, 2015",5,Nicholas Stanford-Daniels,Its great for school
"January 10, 2015",1,Josh Murane,"Forces closes, can't upload assignments from its own app, can't view posts, etc."
"January 11, 2015",4,Katie L,It crashes and won't open
"January 10, 2015",1,Michael Amato,Crashes
"November 30, 2014",2,Braden Reed,Shows incorrect grades. The iPad app is good so why can't this one be good too. Get it together!
"November 20, 2014",3,Tyrese Charles,Is a alright app but it would of been better if you could of chat with outer students and change profile info from the app and I am getting problems when trying to enter codes from my courses
"December 10, 2014",1,Muffin Man,"I tried to login with my regular school username and password, but it keeps telling me that it is wrong, (and yes I did make sure it was correct), do you have to sign up?"
"January 29, 2015",5,Timothy Foels,Its for school not fun
"November 5, 2014",5,Tyler Smith,So awesome
"December 3, 2014",4,Keneil Williams,Its ok
"November 29, 2014",1,Michael Kelly,Not good
"October 10, 2014",2,Khiet Nguyen,"Every time I go on the app, it crashes. I'll give it 3 stars if it stops crashing."
"October 28, 2014",1,Emanuel Satria Indrajati,Download folder?
"October 3, 2014",1,Aleesha Colpaert,Keeps crashing
"October 27, 2014",5,samantha salamanca,It's a great app
"November 14, 2014",5,CountDatUp C,Love it
"September 30, 2014",2,Coolkid Mcgee,i need to use this app for school but it wont let me log into my account though i can still log into the site using my same info
"September 26, 2014",1,Kat Na,Complete crap
"September 30, 2014",5,Desmond Malara-Heisz,Urigkvi
"September 16, 2014",1,Martin Bermudez,Poorly designed UI. Constantly crashes.
"September 15, 2014",3,Johannes Gundlach,Crashes every time I try to upload stuff
"September 21, 2014",2,A Google user,Always crashing and unreliable.
"September 12, 2014",5,Jovanni Barrios,I hqte this app !!
"September 23, 2014",5,Jacob North,Great for school
"September 6, 2014",2,Amy Zenallis,"Force closes A LOT, and should be much easier to navigate.  And I could be wrong but I think I have to use the desk top site to subscribe to groups.     And I wish I could just use the app for all of it."
"August 17, 2014",1,merf boy,Can't open anything
"September 8, 2014",1,Andrew Huang,Ruined my life
"August 26, 2014",5,Gi’s Love Corner,Its good to find out my assignments
"August 22, 2014",5,Arnold Kathanga,Its ight
"August 22, 2014",3,Emily Green,Crashes frequently
"July 9, 2014",5,Kim Cruz,Loveit
"April 25, 2014",2,Rasmussen Clare,"I can see the timeline but when I go to do an activity that was assigned, it tells me to log in and then I can't because the screen cuts off the Elgin area."
"May 7, 2014",5,MARSIYA WALA,Very nice app
"March 21, 2014",1,katelyn S,I have to use this for school and it sucks. The app is terrible.
"March 19, 2014",4,Ikenna Ozor,Great just need to fix the random closing of the app itself.
"February 24, 2014",1,Lane Grimm,This app sucks. Every time I open it the thing crashes . It's a bunch of bs
"March 3, 2014",1,Scott Egolf,Always something wrong with it
"February 26, 2014",4,Ryan Forbes,You need to update the android version up to the apple version.
"December 4, 2014",5,Arthur,It has just the features I need and all of them are working just fine for me. GG Schoology!
"February 5, 2014",5,WaFa A.A,Very useful app
"March 9, 2014",5,theninja12332,Awesome for school work
"January 18, 2014",2,Jerome O’Bryant Jr.,IT ALWAYS CRASHES AND FREEZES  WHY?
"January 17, 2014",5,detox deception,This app is amazing when I use this app I don't even look at my computer anymore
"January 4, 2014",5,firdaus azizi,Awesome
"November 16, 2013",1,Bill Legat,Can no developer make a really functional teacher/student internet tool	I tried this last year and ended up uninstalling it becau se of the crashes.  I figured Id try again this school year and guess what....ill be uninstalling it because of the crashes.
"December 15, 2013",3,Thomas Burke,"...but it could use a lot of improvement. It does what its supposed to, and helps me keep myself up to date with school assignments and grades but I have to jump through hoops to get it to work. A lot of crashes and often when I tap a notification, nothing happens."
"November 25, 2013",1,Tianna Robinson,"I can't open the pages my teachers post please fix, I have to uninstall and install again to open pages"
"December 10, 2013",4,kira nelson,I am a student and can check up on my grades
"October 10, 2013",1,Malik James,Why the hell does this thing keep force closing when I go into materials? Ridiculous.
"October 20, 2013",1,jessica sanchez,Makes my phone slow
"September 4, 2013",2,Quinn McFeeters,As a student the app crashes frequently and it is impossible to view the details of some assignments.
"September 24, 2013",1,Maxim Belov,"I am unable to use the app for schoolwork, because my clock does not agrree with the server clock"
"August 15, 2013",5,Yuval Nodel,A HOLO app my school requires? Sign me up!
"September 29, 2012",5,A Google user,Nice
"August 18, 2012",4,A Google user,"It's an alright app, and for those who say you can't log in, you're supposed to put your school first then the user and password will show up and that's it."
"August 13, 2012",2,A Google user,"In general, Schoology seems really great, but the app doesn't allow you to do much.  I hope future updates enable more access and interaction."
"March 31, 2012",5,A Google user,I get stay connect with my friends
"January 24, 2014",1,Jana Maiuri,"Crashes constantly on my brand new HTC one. Unfortunately, HTC isn't giving me real error messages, just, ""Schoology has stopped working."" I send the report every time. The app itself looks so good- it does so much- but I can't get it to work on my phone."
"October 16, 2016",1,Sherese Grignion,"It won't open due to a time difference, which is really a inconvenience for me. But it opens in wed page, which is completely insane .how can you have an app that only opens in a certain time zone?. Please fix it."
"September 17, 2015",1,Steve Maxted,"Login would not accept school code that the website gave me. Could not log in. What's the bloody point? If you can't get something that simple correct, I don't hold out much hope for the course... Uninstalled!"
"February 4, 2018",1,Amber Aberasturi,"Reposting because it appears my previous review disappeared. The interactive lecture doesn't load and hasn't for months. It's a known issue, but they still insist you submit a help ticket and then pretty much tell you that they don't know when it will be fixed."
"January 14, 2015",5,Alina Choughale,This app is great and I use it for school every day but the only thing that needs to be fixed is when it crashes. Whenever I try to reload the page it crashes. Other than that it is great.
"September 18, 2015",5,Charlotte Greer,Has all my grand babys work and things
"December 17, 2016",1,paige santer,Anytime I do work on here and go to submit it it doesn't work
"September 3, 2018",3,Anbrew cluster,
"January 20, 2013",2,Vanessa Gonzalez,I don't know if I am doing something wrong but I can't see where my downloads go. I download something and it starts but I can't seem to find it anywhere on my phone. No photos or documents. Please help!
"March 28, 2016",1,Chanie Dale Gongob,I can't take my examination using this app.. I  thought that I can easily use this.. bat I need to go home to take my exam in my PC..
"February 27, 2016",2,Carolyn Kellogg,"Won't let me log in, I have tried many times and even researched what to do. So far nothing has helped."
"March 5, 2016",1,DeAnna Keller,Most of the time it won't let me log in. I have removed the app and reinstalled and it still doesn't work.
"March 15, 2015",1,Rachel Bollinger,"Wont let me log in email and password, it says its incorrect but when I do it on the computer it works"
"May 22, 2013",1,Kwajuh Thomas,I have a android dart by t-Mobile and it would not let me install the app.
"October 19, 2016",1,Kai Louie,"School is thw worst and No one should like it. If you do, KYS!"
"May 27, 2018",4,ryan harwell,
"December 4, 2014",1,The Colourless One,My treacher told me to get it and it's work so its lame
"April 22, 2017",1,A Google user,"This is a waist of time, it wont even let me log in.  Dont get it."
"August 26, 2016",1,Lucas Hui,It's so damn convoluted I only have it because it's mandatory at school
"January 8, 2015",5,Amberr Miller,Good app but I hate when I have to get my password reset. But it helps me with school and I keep track on my assignments more.
"November 9, 2017",5,A Google user,I can't log in so y'all don't get this app jk No i love it
"March 3, 2018",1,A Google user,
"January 4, 2013",1,Harshid Turakhia,This app sucks horrible don't waist your time with this app
"January 26, 2017",1,1972IHPICKUP,I haven't got it yet but I don't like it
"January 6, 2016",1,Dylan H,All you can do is study your crap
"May 24, 2018",5,deactivated deactivate,
"March 24, 2016",1,A Google user,It's the worst don't waist your time
"January 9, 2018",5,Princess Ley,I love that I always have access to my grades and materials that my teachers put up for the class. It is really organized and it's very useful and helpful
"February 8, 2014",1,_ Genesis,It crashes when I sign in
"September 17, 2016",1,Lucas Hummel,My school uses it but the app sucks
"March 17, 2018",1,Brielle Linssen,
"August 24, 2016",1,Lil BarBecuE Sowse,It's buggy lol
"October 7, 2016",1,A Google user,I can't even log in
"January 18, 2016",5,Pooja Gadekar,Very easy to use and my son can study very well!
"July 28, 2016",3,Leandra Williams,It's ok but could be better by enhancing the learning equipment and adding more fun interactive web sites!
"September 22, 2016",3,Bing15444 Dragon King,Rather would use the website
"April 25, 2017",5,chloe mallott,"easy to use, customer friendly, use it all the time."
"December 20, 2016",1,Owen Winicky,I would like to see my grades all in one sreen rather than take an hour to do so
"November 7, 2015",4,Teal W.,"It's useful for school, but you can't access the full calender, also there are a few other things you can't do"
"December 17, 2013",1,Laurie Browne,Couldn't even log in
"November 15, 2016",1,Jone 2020,Won't let me sign in
"February 22, 2018",3,Diva's Hub,"Easy and beneficial to education, it just takes a second to coordinate around the app. Just install, write, send, and boom easy grades!"
"October 3, 2014",2,Jennielynn Reyes,You can't even add ppl
"November 15, 2015",1,Carson Pearman,Worse like school at home
"November 30, 2015",2,Juan Pablo Real Ramirez,The app is ok but I don't like school and it doesn't let me upload videos.
"March 15, 2016",5,CoCoBear's Books,I use this app at school and it helps me with keeping check with my grades and turning in assignments.
"January 25, 2017",2,Budderslayer1251,Never works correctly. Results in many 0s
"September 7, 2016",1,Johny Person,screw school
"September 19, 2015",2,Kaylee Ryan,I couldn't even log in. It wouldn't let me type my username
"September 7, 2016",1,Michael Trujillo,DAT boi says harambe soul lives forever R.I.P HARAMBEEE
"January 8, 2015",5,Victoria Traenkner,This app helps alot
"March 31, 2017",5,DJ skittles,I think your trash
"August 22, 2017",1,Bradon Brooks,It sucks I hated it
"March 1, 2017",2,Lawrence K,Annoying interface with poor navigation
"January 26, 2017",1,Andrew Yates,Dislike many aspects of the app
"April 13, 2017",1,Mike Mares,Complete waste of my times
"January 18, 2017",1,Benjamin Garrett,I hate it
"December 20, 2016",1,Ryan Goldstein,Teachers suck cuz they make us do assignments on it end this
"December 7, 2017",5,Ashley Flores,Really quick and fast to check grades. Very happy I can use it on a phone than a computer.
"August 28, 2016",1,John Titor,🖕
"May 30, 2018",1,A Google user,
"October 2, 2016",1,vikram singh shekhawat,Open problam passward not cract
"January 30, 2016",4,Gehan Hamouda,It's excellent in the oversight of the subjects files and folders reviews.
"January 22, 2015",5,Amari Thomas,I have this at school and its useful if I forget my homework o yea its on my phone lol
"November 2, 2016",1,A Google user,Can't sign in
"January 11, 2017",1,totallynotfabian,It made me lose my sanity
"August 30, 2018",1,Brendon Bailey,
"August 3, 2018",5,JanKiller Supang,
"February 11, 2015",1,angel fox,Can't and wont let me login
"September 10, 2016",3,RTS GAMING,My teacher made me install this app
"December 4, 2015",5,Hunter McMahon,It really helps me when I forget something at school or need help with something.
"April 22, 2015",1,Jackson Locke,"I cant log in, whats the point if i cant"
"October 17, 2014",5,Rida Hudaya,I loved it very much. Good ideas to manage class and resources better. Thanks for this facilities.
"February 14, 2014",5,ShutterbugSonya,"This is a great site for school work, and file organization."
"October 26, 2016",1,Ciera and ty sqaud nation foever,Woulnt let me log in
"April 18, 2018",3,Teddy Jones,
"February 13, 2017",5,Hamzani Hamdan,It based from my admin instructions.
"August 1, 2018",3,A Google user,
"October 8, 2017",5,Peyton Bayne,Well I love it because if you forget your homework you have it on Schoology
"October 7, 2017",5,Shawn Gray,Loved the flexibility of using my phone to answer emails and view classes.
"March 2, 2018",3,A Google user,
"December 10, 2016",3,Nicholas Ramsay,Its ok but it is hard to sign in.
"March 10, 2016",4,Jasmine Meadows,Why I can't install it
"November 17, 2014",1,Ahmed Farooqi,Psyche
"October 26, 2016",5,Jesenia Rosado,Luv it becuz I can
"November 14, 2017",4,A Google user,It keeps your really organized and my teacher uses it for us and I love it!!!
"October 13, 2017",5,stan junko ohashi,It was a very good app for my younger sister! I love it also!
"November 30, 2016",1,Walid's Towel,Fu+k school #skool
"December 3, 2015",5,Abbey Wholaver,I love schoology all I care about in school is to get all straight a
"December 4, 2016",5,stephany Halverson,My middle school uses this and it helps me with assignments and homework
"April 22, 2017",5,Queen daysha,I use it 8n school
"October 16, 2017",1,Wilsoff Inc,I miss Jupiter Ed
"September 16, 2015",1,Logan Mckee,does not submit         well
"December 6, 2017",5,The CLOWN,Use it all the time at school
"November 8, 2016",1,arjun rao,Can't even load comments
"March 1, 2016",4,Cynthia Martinez,Good to study and do your assignment and more when your a high school students
"October 14, 2016",5,Jadin Peery,I use it for school.
"March 23, 2017",1,long slong,I drank butt sweat
"April 27, 2015",1,First Last,I hate school
"August 19, 2016",1,Lea Langer,Doesn't let me log in
"June 23, 2018",5,king bee,
"October 13, 2016",5,Mariano Talluto,It's good to review my grades and study guides for school
"September 23, 2016",1,Surala Poku,You learn different things
"November 27, 2017",5,A Google user,Helps alot with school
"September 10, 2015",2,Steven Gawron,School sucks
"December 24, 2015",3,Macho Monkey,Not too great
"February 23, 2017",1,Kfir Fadlon,You have to learn
"March 31, 2017",3,Dedsec Retr0,I dont know
"September 23, 2017",1,Josue Sanmartin,I hate this app
"November 30, 2016",1,Aadila Abdallah,It sucks
"October 21, 2015",1,Obey Everlastin,I don't like school
"March 29, 2015",1,Yhena Villamil,What time did you mean?
"January 11, 2018",5,Fatal Shotz,Helps me get A's
"January 22, 2016",5,Bethani Partin,It is the best thing Ever
"October 3, 2015",5,Emmanuel Lemus,Much wow 10/10 ign
"January 24, 2016",5,veronica garza,it helps me finish my school work really quick
"November 4, 2016",5,Madison Grady,I use it for school and it allows me to keep track of everything
"November 22, 2015",5,Nicole Mitlyng,I love app store because I can download games?
"October 14, 2016",5,Akosua Adoma,😂😅
"November 13, 2017",4,Jermaine Valerio,It helps me in my studies...
"October 12, 2017",5,A Google user,tq...the exercise can be open already
"July 22, 2014",1,Koon Hean Cheok,Can't even login
"February 4, 2016",1,Sierra Morris,Takes up too much space for a school app.
"November 3, 2016",1,A Google user,It's horrible
"May 20, 2017",1,Carlos A.,Doesn't work
"June 23, 2017",3,Michaela Headrick,Its good to be able to keep up with your school work
"November 12, 2016",1,Josue Roldan,"I pujt my correct username and password but, it does not work. and i put my school but it doesn't show that it's from greeley.I thought that I could use it at home in my phone since my computer got ruined and on the computer it works BETTER.THAT IS WHY I PUT 1 STARRR!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...Full Review"
"March 10, 2016",5,Christina Bailey,It helps
"October 5, 2016",1,A Google user,For school
"April 2, 2018",5,A Google user,
"May 17, 2017",5,Hailey Wade,It helped me
"August 18, 2015",3,Kaliq Ballard,School is ASS
"February 3, 2016",5,Ashton k,It works
"August 29, 2015",2,Megan Rutter,Keeps closing on me
"February 10, 2016",1,Nathan B,It involves school
"December 1, 2017",5,A Google user,Uwsome 4 shceol
"July 9, 2018",5,Delailah Fahrbach,
"February 13, 2018",5,Trash Gamer,Great app it's way better than google classroom
"July 16, 2017",5,Rhealene Shane Flores,$o easy to use
"September 7, 2018",5,DTCTVSleeper,
"April 25, 2016",1,Nicholas Smith,The only way teachers teach now
"September 10, 2015",1,Samuel Meyer,"No, just no."
"August 13, 2014",3,Glitchy Archive,Seriously? A side drawer that cannot be drawn out?
"December 2, 2016",5,game vs evelyn,Ir awsome i have this in my iPad in my school
"September 14, 2017",5,mary_ Escobar277,I like everything about it. Five stars. Get this app
"September 1, 2018",4,A Google user,
"November 3, 2015",1,David Sipos,Don't like it
"November 21, 2016",5,Taylor Yeats,I can always find what i need!
"January 27, 2017",1,ꪋ ꫜ ᧁ ꧖ ᥣ,Boo this sucks! &gt;:&lt;
"October 13, 2014",5,Arnesa Henderson,I can submit my work easier
"August 24, 2018",1,A Google user,
"March 8, 2017",5,Emily Grace,So easy to contact my teachers now
"September 6, 2017",5,Abigail Robles,YOUR BEST FRIEND IN HIGH SCHOOL
"September 21, 2017",5,Farsun Nasir,It cool and helps me wit scoo
"March 10, 2016",5,agung nurjito,Make us proud with it
"December 16, 2015",3,O P Tripathi,Nice but slow aap
"November 13, 2015",1,jacob donovan,Booooooooooooo!
"May 4, 2017",5,A Google user,Best app ever...i mean to me
"September 2, 2015",5,eliz miranda,Good to sent work to teacher.
"February 3, 2015",1,Carter Collier,Phhhhhhh
"January 15, 2017",5,A Google user,It help me
"May 8, 2018",5,Mark Johnson,
"April 20, 2015",4,Anna Rose,Quite like Edmodo
"September 6, 2017",5,video girl,I can see my techer
"March 9, 2017",5,A Google user,Thanks for
"September 11, 2018",1,A Google user,
"November 7, 2017",5,A Google user,Then spn
